[21:37:55.876] [INFO   ] thread main starting.
[21:37:55.892] [SEVERE ] cannot read configuration file config.properties trying from resources.
[21:37:55.900] [SEVERE ] configuration file was loaded from resources directory.
[21:37:56.643] [INFO   ] thread dealer starting.
[21:37:56.643] [INFO   ] thread dealer starting.
[21:38:08.204] [SEVERE ] updating countdown to 49741
[21:38:08.308] [SEVERE ] updating countdown to 49637
[21:38:08.414] [SEVERE ] updating countdown to 49531
[21:38:08.528] [SEVERE ] updating countdown to 49417
[21:38:08.644] [SEVERE ] updating countdown to 49301
[21:38:08.761] [SEVERE ] updating countdown to 49185
[21:38:08.868] [SEVERE ] updating countdown to 49077
[21:38:08.975] [SEVERE ] updating countdown to 48970
[21:38:09.082] [SEVERE ] updating countdown to 48863
[21:38:09.197] [SEVERE ] updating countdown to 48748
[21:38:09.310] [SEVERE ] updating countdown to 48635
[21:38:09.418] [SEVERE ] updating countdown to 48527
[21:38:09.524] [SEVERE ] updating countdown to 48421
[21:38:09.640] [SEVERE ] updating countdown to 48305
[21:38:09.749] [SEVERE ] updating countdown to 48196
[21:38:09.858] [SEVERE ] updating countdown to 48087
[21:38:09.962] [SEVERE ] updating countdown to 47983
[21:38:10.074] [SEVERE ] updating countdown to 47871
[21:38:10.186] [SEVERE ] updating countdown to 47759
[21:38:10.287] [SEVERE ] updating countdown to 47658
[21:38:10.390] [SEVERE ] updating countdown to 47555
[21:38:10.490] [SEVERE ] updating countdown to 47455
[21:38:10.591] [SEVERE ] updating countdown to 47354
[21:38:10.702] [SEVERE ] updating countdown to 47243
[21:38:10.808] [SEVERE ] updating countdown to 47137
[21:38:10.917] [SEVERE ] updating countdown to 47028
[21:38:11.019] [SEVERE ] updating countdown to 46926
[21:38:11.126] [SEVERE ] updating countdown to 46819
[21:38:11.228] [SEVERE ] updating countdown to 46717
[21:38:11.335] [SEVERE ] updating countdown to 46610
[21:38:11.436] [SEVERE ] updating countdown to 46509
[21:38:11.536] [SEVERE ] updating countdown to 46409
[21:38:11.644] [SEVERE ] updating countdown to 46301
[21:38:11.751] [SEVERE ] updating countdown to 46194
[21:38:11.859] [SEVERE ] updating countdown to 46086
[21:38:11.967] [SEVERE ] updating countdown to 45978
[21:38:12.074] [SEVERE ] updating countdown to 45871
[21:38:12.180] [SEVERE ] updating countdown to 45765
[21:38:12.291] [SEVERE ] updating countdown to 45654
[21:38:12.395] [SEVERE ] updating countdown to 45550
[21:38:12.498] [SEVERE ] updating countdown to 45447
[21:38:12.611] [SEVERE ] updating countdown to 45334
[21:38:12.714] [SEVERE ] updating countdown to 45231
[21:38:12.826] [SEVERE ] updating countdown to 45119
[21:38:12.939] [SEVERE ] updating countdown to 45006
[21:38:13.044] [SEVERE ] updating countdown to 44901
[21:38:13.156] [SEVERE ] updating countdown to 44789
[21:38:13.258] [SEVERE ] updating countdown to 44687
[21:38:13.362] [SEVERE ] updating countdown to 44584
[21:38:13.464] [SEVERE ] updating countdown to 44481
[21:38:13.566] [SEVERE ] updating countdown to 44379
[21:38:13.674] [SEVERE ] updating countdown to 44271
[21:38:13.786] [SEVERE ] updating countdown to 44159
[21:38:13.893] [SEVERE ] updating countdown to 44052
[21:38:14.007] [SEVERE ] updating countdown to 43938
[21:38:14.116] [SEVERE ] updating countdown to 43829
[21:38:14.225] [SEVERE ] updating countdown to 43720
[21:38:14.331] [SEVERE ] updating countdown to 43614
[21:38:14.441] [SEVERE ] updating countdown to 43504
[21:38:14.547] [SEVERE ] updating countdown to 43398
[21:38:14.660] [SEVERE ] updating countdown to 43285
[21:38:14.775] [SEVERE ] updating countdown to 43170
[21:38:14.889] [SEVERE ] updating countdown to 43056
[21:38:14.997] [SEVERE ] updating countdown to 42948
[21:38:15.103] [SEVERE ] updating countdown to 42842
[21:38:15.210] [SEVERE ] updating countdown to 42735
[21:38:15.316] [SEVERE ] updating countdown to 42629
[21:38:15.425] [SEVERE ] updating countdown to 42520
[21:38:15.528] [SEVERE ] updating countdown to 42417
[21:38:15.633] [SEVERE ] updating countdown to 42312
[21:38:15.741] [SEVERE ] updating countdown to 42204
[21:38:15.845] [SEVERE ] updating countdown to 42100
[21:38:15.960] [SEVERE ] updating countdown to 41985
[21:38:16.069] [SEVERE ] updating countdown to 41876
[21:38:16.183] [SEVERE ] updating countdown to 41762
[21:38:16.285] [SEVERE ] updating countdown to 41660
[21:38:16.394] [SEVERE ] updating countdown to 41551
[21:38:16.496] [SEVERE ] updating countdown to 41449
[21:38:16.602] [SEVERE ] updating countdown to 41343
[21:38:16.703] [SEVERE ] updating countdown to 41242
[21:38:16.814] [SEVERE ] updating countdown to 41131
[21:38:16.922] [SEVERE ] updating countdown to 41023
[21:38:17.023] [SEVERE ] updating countdown to 40922
[21:38:17.133] [SEVERE ] updating countdown to 40812
[21:38:17.248] [SEVERE ] updating countdown to 40697
[21:38:17.348] [SEVERE ] updating countdown to 40597
[21:38:17.449] [SEVERE ] updating countdown to 40496
[21:38:17.565] [SEVERE ] updating countdown to 40380
[21:38:17.673] [SEVERE ] updating countdown to 40272
[21:38:17.774] [SEVERE ] updating countdown to 40171
[21:38:17.880] [SEVERE ] updating countdown to 40065
[21:38:17.995] [SEVERE ] updating countdown to 39950
[21:38:18.102] [SEVERE ] updating countdown to 39843
[21:38:18.209] [SEVERE ] updating countdown to 39736
[21:38:18.316] [SEVERE ] updating countdown to 39629
[21:38:18.419] [SEVERE ] updating countdown to 39526
[21:38:18.534] [SEVERE ] updating countdown to 39411
[21:38:18.643] [SEVERE ] updating countdown to 39302
[21:38:18.749] [SEVERE ] updating countdown to 39196
[21:38:18.852] [SEVERE ] updating countdown to 39093
[21:38:18.963] [SEVERE ] updating countdown to 38982
[21:38:19.075] [SEVERE ] updating countdown to 38870
[21:38:19.177] [SEVERE ] updating countdown to 38768
[21:38:19.284] [SEVERE ] updating countdown to 38661
[21:38:19.393] [SEVERE ] updating countdown to 38552
[21:38:19.500] [SEVERE ] updating countdown to 38445
[21:38:19.608] [SEVERE ] updating countdown to 38337
[21:38:19.716] [SEVERE ] updating countdown to 38229
[21:38:19.828] [SEVERE ] updating countdown to 38117
[21:38:19.939] [SEVERE ] updating countdown to 38006
[21:38:20.054] [SEVERE ] updating countdown to 37891
[21:38:20.161] [SEVERE ] updating countdown to 37784
[21:38:20.262] [SEVERE ] updating countdown to 37683
[21:38:20.374] [SEVERE ] updating countdown to 37571
[21:38:20.484] [SEVERE ] updating countdown to 37461
[21:38:20.584] [SEVERE ] updating countdown to 37361
[21:38:20.691] [SEVERE ] updating countdown to 37254
[21:38:20.793] [SEVERE ] updating countdown to 37152
[21:38:20.901] [SEVERE ] updating countdown to 37044
[21:38:21.003] [SEVERE ] updating countdown to 36942
[21:38:21.113] [SEVERE ] updating countdown to 36832
[21:38:21.224] [SEVERE ] updating countdown to 36721
[21:38:21.327] [SEVERE ] updating countdown to 36618
[21:38:21.443] [SEVERE ] updating countdown to 36502
[21:38:21.550] [SEVERE ] updating countdown to 36395
[21:38:21.653] [SEVERE ] updating countdown to 36292
[21:38:21.768] [SEVERE ] updating countdown to 36177
[21:38:21.876] [SEVERE ] updating countdown to 36069
[21:38:21.990] [SEVERE ] updating countdown to 35955
[21:38:22.105] [SEVERE ] updating countdown to 35840
[21:38:22.217] [SEVERE ] updating countdown to 35728
[21:38:22.321] [SEVERE ] updating countdown to 35624
[21:38:22.426] [SEVERE ] updating countdown to 35519
[21:38:22.534] [SEVERE ] updating countdown to 35411
[21:38:22.643] [SEVERE ] updating countdown to 35302
[21:38:22.743] [SEVERE ] updating countdown to 35202
[21:38:22.843] [SEVERE ] updating countdown to 35102
[21:38:22.951] [SEVERE ] updating countdown to 34994
[21:38:23.060] [SEVERE ] updating countdown to 34885
[21:38:23.169] [SEVERE ] updating countdown to 34776
[21:38:23.269] [SEVERE ] updating countdown to 34676
[21:38:23.385] [SEVERE ] updating countdown to 34560
[21:38:23.494] [SEVERE ] updating countdown to 34451
[21:38:23.600] [SEVERE ] updating countdown to 34345
[21:38:23.715] [SEVERE ] updating countdown to 34230
[21:38:23.820] [SEVERE ] updating countdown to 34125
[21:38:23.927] [SEVERE ] updating countdown to 34018
[21:38:24.035] [SEVERE ] updating countdown to 33910
[21:38:24.145] [SEVERE ] updating countdown to 33800
[21:38:24.252] [SEVERE ] updating countdown to 33693
[21:38:24.359] [SEVERE ] updating countdown to 33586
[21:38:24.466] [SEVERE ] updating countdown to 33479
[21:38:24.573] [SEVERE ] updating countdown to 33372
[21:38:24.680] [SEVERE ] updating countdown to 33266
[21:38:24.786] [SEVERE ] updating countdown to 33159
[21:38:24.896] [SEVERE ] updating countdown to 33049
[21:38:24.999] [SEVERE ] updating countdown to 32946
[21:38:25.110] [SEVERE ] updating countdown to 32835
[21:38:25.218] [SEVERE ] updating countdown to 32727
[21:38:25.324] [SEVERE ] updating countdown to 32621
[21:38:25.433] [SEVERE ] updating countdown to 32512
[21:38:25.536] [SEVERE ] updating countdown to 32409
[21:38:25.643] [SEVERE ] updating countdown to 32302
[21:38:25.745] [SEVERE ] updating countdown to 32200
[21:38:25.852] [SEVERE ] updating countdown to 32093
[21:38:25.958] [SEVERE ] updating countdown to 31987
[21:38:26.062] [SEVERE ] updating countdown to 31883
[21:38:26.165] [SEVERE ] updating countdown to 31780
[21:38:26.276] [SEVERE ] updating countdown to 31669
[21:38:26.390] [SEVERE ] updating countdown to 31555
[21:38:26.498] [SEVERE ] updating countdown to 31447
[21:38:26.610] [SEVERE ] updating countdown to 31335
[21:38:26.718] [SEVERE ] updating countdown to 31227
[21:38:26.824] [SEVERE ] updating countdown to 31121
[21:38:26.939] [SEVERE ] updating countdown to 31006
[21:38:27.040] [SEVERE ] updating countdown to 30905
[21:38:27.143] [SEVERE ] updating countdown to 30802
[21:38:27.250] [SEVERE ] updating countdown to 30695
[21:38:27.359] [SEVERE ] updating countdown to 30586
[21:38:27.461] [SEVERE ] updating countdown to 30484
[21:38:27.569] [SEVERE ] updating countdown to 30376
[21:38:27.673] [SEVERE ] updating countdown to 30272
[21:38:27.783] [SEVERE ] updating countdown to 30162
[21:38:27.889] [SEVERE ] updating countdown to 30056
[21:38:27.998] [SEVERE ] updating countdown to 29947
[21:38:28.111] [SEVERE ] updating countdown to 29834
[21:38:28.217] [SEVERE ] updating countdown to 29728
[21:38:28.318] [SEVERE ] updating countdown to 29627
[21:38:28.424] [SEVERE ] updating countdown to 29521
[21:38:28.533] [SEVERE ] updating countdown to 29412
[21:38:28.639] [SEVERE ] updating countdown to 29306
[21:38:28.741] [SEVERE ] updating countdown to 29204
[21:38:28.841] [SEVERE ] updating countdown to 29104
[21:38:28.943] [SEVERE ] updating countdown to 29002
[21:38:29.059] [SEVERE ] updating countdown to 28886
[21:38:29.166] [SEVERE ] updating countdown to 28779
[21:38:29.273] [SEVERE ] updating countdown to 28672
[21:38:29.378] [SEVERE ] updating countdown to 28567
[21:38:29.492] [SEVERE ] updating countdown to 28453
[21:38:29.599] [SEVERE ] updating countdown to 28346
[21:38:29.705] [SEVERE ] updating countdown to 28240
[21:38:29.812] [SEVERE ] updating countdown to 28133
[21:38:29.919] [SEVERE ] updating countdown to 28026
[21:38:30.027] [SEVERE ] updating countdown to 27919
[21:38:30.134] [SEVERE ] updating countdown to 27811
[21:38:30.245] [SEVERE ] updating countdown to 27700
[21:38:30.359] [SEVERE ] updating countdown to 27586
[21:38:30.471] [SEVERE ] updating countdown to 27474
[21:38:30.572] [SEVERE ] updating countdown to 27373
[21:38:30.684] [SEVERE ] updating countdown to 27261
[21:38:30.793] [SEVERE ] updating countdown to 27152
[21:38:30.907] [SEVERE ] updating countdown to 27038
[21:38:31.022] [SEVERE ] updating countdown to 26923
[21:38:31.129] [SEVERE ] updating countdown to 26816
[21:38:31.244] [SEVERE ] updating countdown to 26701
[21:38:31.352] [SEVERE ] updating countdown to 26593
[21:38:31.460] [SEVERE ] updating countdown to 26485
[21:38:31.575] [SEVERE ] updating countdown to 26370
[21:38:31.683] [SEVERE ] updating countdown to 26262
[21:38:31.789] [SEVERE ] updating countdown to 26156
[21:38:31.895] [SEVERE ] updating countdown to 26050
[21:38:32.010] [SEVERE ] updating countdown to 25935
[21:38:32.117] [SEVERE ] updating countdown to 25828
[21:38:32.225] [SEVERE ] updating countdown to 25720
[21:38:32.333] [SEVERE ] updating countdown to 25612
[21:38:32.445] [SEVERE ] updating countdown to 25500
[21:38:32.546] [SEVERE ] updating countdown to 25399
[21:38:32.660] [SEVERE ] updating countdown to 25286
[21:38:32.772] [SEVERE ] updating countdown to 25173
[21:38:32.876] [SEVERE ] updating countdown to 25069
[21:38:32.989] [SEVERE ] updating countdown to 24956
[21:38:33.096] [SEVERE ] updating countdown to 24849
[21:38:33.210] [SEVERE ] updating countdown to 24735
[21:38:33.318] [SEVERE ] updating countdown to 24627
[21:38:33.425] [SEVERE ] updating countdown to 24520
[21:38:33.540] [SEVERE ] updating countdown to 24405
[21:38:33.646] [SEVERE ] updating countdown to 24299
[21:38:33.761] [SEVERE ] updating countdown to 24184
[21:38:33.868] [SEVERE ] updating countdown to 24077
[21:38:33.983] [SEVERE ] updating countdown to 23962
[21:38:34.091] [SEVERE ] updating countdown to 23854
[21:38:34.198] [SEVERE ] updating countdown to 23747
[21:38:34.312] [SEVERE ] updating countdown to 23633
[21:38:34.427] [SEVERE ] updating countdown to 23519
[21:38:34.534] [SEVERE ] updating countdown to 23411
[21:38:34.649] [SEVERE ] updating countdown to 23296
[21:38:34.760] [SEVERE ] updating countdown to 23185
[21:38:34.864] [SEVERE ] updating countdown to 23081
[21:38:34.977] [SEVERE ] updating countdown to 22968
[21:38:35.090] [SEVERE ] updating countdown to 22855
[21:38:35.194] [SEVERE ] updating countdown to 22751
[21:38:35.300] [SEVERE ] updating countdown to 22645
[21:38:35.405] [SEVERE ] updating countdown to 22540
[21:38:35.506] [SEVERE ] updating countdown to 22439
[21:38:35.620] [SEVERE ] updating countdown to 22325
[21:38:35.727] [SEVERE ] updating countdown to 22218
[21:38:35.835] [SEVERE ] updating countdown to 22110
[21:38:35.943] [SEVERE ] updating countdown to 22002
[21:38:36.050] [SEVERE ] updating countdown to 21895
[21:38:36.158] [SEVERE ] updating countdown to 21787
[21:38:36.274] [SEVERE ] updating countdown to 21671
[21:38:36.382] [SEVERE ] updating countdown to 21563
[21:38:36.495] [SEVERE ] updating countdown to 21450
[21:38:36.611] [SEVERE ] updating countdown to 21334
[21:38:36.718] [SEVERE ] updating countdown to 21227
[21:38:36.824] [SEVERE ] updating countdown to 21121
[21:38:36.938] [SEVERE ] updating countdown to 21007
[21:38:37.040] [SEVERE ] updating countdown to 20905
[21:38:37.145] [SEVERE ] updating countdown to 20800
[21:38:37.260] [SEVERE ] updating countdown to 20685
[21:38:37.363] [SEVERE ] updating countdown to 20582
[21:38:37.467] [SEVERE ] updating countdown to 20478
[21:38:37.569] [SEVERE ] updating countdown to 20376
[21:38:37.677] [SEVERE ] updating countdown to 20268
[21:38:37.783] [SEVERE ] updating countdown to 20162
[21:38:37.886] [SEVERE ] updating countdown to 20059
[21:38:37.994] [SEVERE ] updating countdown to 19951
[21:38:38.095] [SEVERE ] updating countdown to 19850
[21:38:38.199] [SEVERE ] updating countdown to 19746
[21:38:38.307] [SEVERE ] updating countdown to 19638
[21:38:38.422] [SEVERE ] updating countdown to 19523
[21:38:38.536] [SEVERE ] updating countdown to 19409
[21:38:38.645] [SEVERE ] updating countdown to 19300
[21:38:38.759] [SEVERE ] updating countdown to 19186
[21:38:38.871] [SEVERE ] updating countdown to 19074
[21:38:38.974] [SEVERE ] updating countdown to 18971
[21:38:39.083] [SEVERE ] updating countdown to 18862
[21:38:39.183] [SEVERE ] updating countdown to 18762
[21:38:39.285] [SEVERE ] updating countdown to 18660
[21:38:39.397] [SEVERE ] updating countdown to 18548
[21:38:39.506] [SEVERE ] updating countdown to 18439
[21:38:39.607] [SEVERE ] updating countdown to 18338
[21:38:39.713] [SEVERE ] updating countdown to 18232
[21:38:39.816] [SEVERE ] updating countdown to 18129
[21:38:39.922] [SEVERE ] updating countdown to 18023
[21:38:40.027] [SEVERE ] updating countdown to 17918
[21:38:40.142] [SEVERE ] updating countdown to 17803
[21:38:40.250] [SEVERE ] updating countdown to 17695
[21:38:40.358] [SEVERE ] updating countdown to 17587
[21:38:40.466] [SEVERE ] updating countdown to 17479
[21:38:40.566] [SEVERE ] updating countdown to 17379
[21:38:40.674] [SEVERE ] updating countdown to 17271
[21:38:40.776] [SEVERE ] updating countdown to 17169
[21:38:40.891] [SEVERE ] updating countdown to 17054
[21:38:40.993] [SEVERE ] updating countdown to 16952
[21:38:41.101] [SEVERE ] updating countdown to 16844
[21:38:41.209] [SEVERE ] updating countdown to 16736
[21:38:41.309] [SEVERE ] updating countdown to 16636
[21:38:41.419] [SEVERE ] updating countdown to 16526
[21:38:41.528] [SEVERE ] updating countdown to 16417
[21:38:41.643] [SEVERE ] updating countdown to 16302
[21:38:41.749] [SEVERE ] updating countdown to 16196
[21:38:41.861] [SEVERE ] updating countdown to 16084
[21:38:41.968] [SEVERE ] updating countdown to 15977
[21:38:42.076] [SEVERE ] updating countdown to 15869
[21:38:42.184] [SEVERE ] updating countdown to 15761
[21:38:42.292] [SEVERE ] updating countdown to 15653
[21:38:42.395] [SEVERE ] updating countdown to 15550
[21:38:42.501] [SEVERE ] updating countdown to 15444
[21:38:42.610] [SEVERE ] updating countdown to 15335
[21:38:42.716] [SEVERE ] updating countdown to 15229
[21:38:42.817] [SEVERE ] updating countdown to 15128
[21:38:42.926] [SEVERE ] updating countdown to 15019
[21:38:43.037] [SEVERE ] updating countdown to 14908
[21:38:43.143] [SEVERE ] updating countdown to 14802
[21:38:43.249] [SEVERE ] updating countdown to 14696
[21:38:43.360] [SEVERE ] updating countdown to 14585
[21:38:43.468] [SEVERE ] updating countdown to 14477
[21:38:43.578] [SEVERE ] updating countdown to 14367
[21:38:43.691] [SEVERE ] updating countdown to 14254
[21:38:43.793] [SEVERE ] updating countdown to 14152
[21:38:43.908] [SEVERE ] updating countdown to 14037
[21:38:44.011] [SEVERE ] updating countdown to 13934
[21:38:44.115] [SEVERE ] updating countdown to 13830
[21:38:44.217] [SEVERE ] updating countdown to 13728
[21:38:44.333] [SEVERE ] updating countdown to 13612
[21:38:44.439] [SEVERE ] updating countdown to 13506
[21:38:44.544] [SEVERE ] updating countdown to 13401
[21:38:44.645] [SEVERE ] updating countdown to 13300
[21:38:44.746] [SEVERE ] updating countdown to 13199
[21:38:44.857] [SEVERE ] updating countdown to 13088
[21:38:44.965] [SEVERE ] updating countdown to 12980
[21:38:45.074] [SEVERE ] updating countdown to 12871
[21:38:45.186] [SEVERE ] updating countdown to 12759
[21:38:45.289] [SEVERE ] updating countdown to 12656
[21:38:45.393] [SEVERE ] updating countdown to 12552
[21:38:45.494] [SEVERE ] updating countdown to 12451
[21:38:45.596] [SEVERE ] updating countdown to 12349
[21:38:45.707] [SEVERE ] updating countdown to 12238
[21:38:45.815] [SEVERE ] updating countdown to 12130
[21:38:45.928] [SEVERE ] updating countdown to 12017
[21:38:46.039] [SEVERE ] updating countdown to 11906
[21:38:46.152] [SEVERE ] updating countdown to 11793
[21:38:46.256] [SEVERE ] updating countdown to 11689
[21:38:46.360] [SEVERE ] updating countdown to 11585
[21:38:46.462] [SEVERE ] updating countdown to 11483
[21:38:46.567] [SEVERE ] updating countdown to 11378
[21:38:46.668] [SEVERE ] updating countdown to 11277
[21:38:46.773] [SEVERE ] updating countdown to 11173
[21:38:46.877] [SEVERE ] updating countdown to 11068
[21:38:46.985] [SEVERE ] updating countdown to 10960
[21:38:47.091] [SEVERE ] updating countdown to 10854
[21:38:47.193] [SEVERE ] updating countdown to 10752
[21:38:47.303] [SEVERE ] updating countdown to 10642
[21:38:47.412] [SEVERE ] updating countdown to 10533
[21:38:47.518] [SEVERE ] updating countdown to 10427
[21:38:47.619] [SEVERE ] updating countdown to 10326
[21:38:47.729] [SEVERE ] updating countdown to 10216
[21:38:47.838] [SEVERE ] updating countdown to 10107
[21:38:47.944] [SEVERE ] updating countdown to 10001
[21:38:48.048] [SEVERE ] updating countdown to 9897
[21:38:48.152] [SEVERE ] updating countdown to 9793
[21:38:48.253] [SEVERE ] updating countdown to 9692
[21:38:48.367] [SEVERE ] updating countdown to 9578
[21:38:48.480] [SEVERE ] updating countdown to 9465
[21:38:48.589] [SEVERE ] updating countdown to 9356
[21:38:48.691] [SEVERE ] updating countdown to 9254
[21:38:48.800] [SEVERE ] updating countdown to 9145
[21:38:48.909] [SEVERE ] updating countdown to 9036
[21:38:49.024] [SEVERE ] updating countdown to 8922
[21:38:49.133] [SEVERE ] updating countdown to 8812
[21:38:49.244] [SEVERE ] updating countdown to 8701
[21:38:49.352] [SEVERE ] updating countdown to 8593
[21:38:49.460] [SEVERE ] updating countdown to 8485
[21:38:49.575] [SEVERE ] updating countdown to 8370
[21:38:49.683] [SEVERE ] updating countdown to 8262
[21:38:49.785] [SEVERE ] updating countdown to 8160
[21:38:49.893] [SEVERE ] updating countdown to 8052
[21:38:50.007] [SEVERE ] updating countdown to 7938
[21:38:50.117] [SEVERE ] updating countdown to 7828
[21:38:50.227] [SEVERE ] updating countdown to 7718
[21:38:50.331] [SEVERE ] updating countdown to 7614
[21:38:50.436] [SEVERE ] updating countdown to 7509
[21:38:50.549] [SEVERE ] updating countdown to 7396
[21:38:50.658] [SEVERE ] updating countdown to 7287
[21:38:50.760] [SEVERE ] updating countdown to 7185
[21:38:50.869] [SEVERE ] updating countdown to 7076
[21:38:50.979] [SEVERE ] updating countdown to 6966
